index,label,prediction,true_class,predicted_class,correct_acc7,absolute_error,class_distance
0,-1.7999999523162842,-2.3026461601257324,-2,-2,1,0.5026462078094482,0
1,0.0,1.4753789901733398,0,1,0,1.4753789901733398,1
2,-2.5999999046325684,-0.6711516380310059,-3,-1,0,1.9288482666015625,2
3,-1.7999999523162842,-1.1652534008026123,-2,-1,0,0.6347465515136719,1
4,-1.7999999523162842,-2.001544237136841,-2,-2,1,0.20154428482055664,0
5,-0.800000011920929,1.1126813888549805,-1,1,0,1.9126814007759094,2
6,-2.4000000953674316,-1.6179959774017334,-2,-2,1,0.7820041179656982,0
7,-0.6000000238418579,-1.9550979137420654,-1,-2,0,1.3550978899002075,1
8,-0.800000011920929,-0.32233452796936035,-1,0,0,0.4776654839515686,1
9,0.6000000238418579,1.4433717727661133,1,1,1,0.8433717489242554,0
10,-2.799999952316284,-1.279322624206543,-3,-1,0,1.5206773281097412,2
11,-0.800000011920929,-0.904815673828125,-1,-1,1,0.10481566190719604,0
12,-2.5999999046325684,-1.7657334804534912,-3,-2,0,0.8342664241790771,1
13,-2.200000047683716,-1.9780815839767456,-2,-2,1,0.22191846370697021,0
14,1.600000023841858,2.275075912475586,2,2,1,0.675075888633728,0
15,-3.0,-2.5082876682281494,-3,-3,1,0.4917123317718506,0
16,-2.5999999046325684,-2.4231786727905273,-3,-2,0,0.17682123184204102,1
17,-0.4000000059604645,0.7241461277008057,0,1,0,1.1241461336612701,1
18,-2.799999952316284,1.8153657913208008,-3,2,0,4.615365743637085,5
19,1.0,1.5980463027954102,1,2,0,0.5980463027954102,1
20,0.800000011920929,0.4752693176269531,1,0,0,0.32473069429397583,1
21,-2.5999999046325684,1.6364879608154297,-3,2,0,4.236487865447998,5
22,-2.799999952316284,-2.422672986984253,-3,-2,0,0.37732696533203125,1
23,-2.4000000953674316,-1.9631150960922241,-2,-2,1,0.4368849992752075,0
24,1.2000000476837158,1.3250608444213867,1,1,1,0.1250607967376709,0
25,-1.399999976158142,0.613288402557373,-1,1,0,2.013288378715515,2
26,-2.0,-2.017714500427246,-2,-2,1,0.017714500427246094,0
27,-1.7999999523162842,-1.474719524383545,-2,-1,0,0.32528042793273926,1
28,-2.25,-2.0208795070648193,-2,-2,1,0.22912049293518066,0
29,-1.399999976158142,-1.1303119659423828,-1,-1,1,0.2696880102157593,0
30,1.2000000476837158,2.052267074584961,1,2,0,0.8522670269012451,1
31,-1.7999999523162842,-2.254096031188965,-2,-2,1,0.45409607887268066,0
32,-2.200000047683716,-1.6860451698303223,-2,-2,1,0.5139548778533936,0
33,2.0,1.608785629272461,2,2,1,0.39121437072753906,0
34,1.600000023841858,1.4394407272338867,2,1,0,0.1605592966079712,1
35,-1.600000023841858,-1.4421343803405762,-2,-1,0,0.15786564350128174,1
36,-1.0,0.25597143173217773,-1,0,0,1.2559714317321777,1
37,-2.4000000953674316,-2.373673439025879,-2,-2,1,0.026326656341552734,0
38,-2.5999999046325684,0.16330671310424805,-3,0,0,2.7633066177368164,3
39,-2.799999952316284,-0.5759382247924805,-3,-1,0,2.2240617275238037,2
40,2.200000047683716,-0.7521200180053711,2,-1,0,2.952120065689087,3
41,1.0,0.0788888931274414,1,0,0,0.9211111068725586,1
42,2.5,0.947711706161499,2,1,0,1.552288293838501,1
43,2.799999952316284,-2.209073066711426,3,-2,0,5.00907301902771,5
44,0.6000000238418579,0.015661239624023438,1,0,0,0.5843387842178345,1
45,3.0,2.677562713623047,3,3,1,0.3224372863769531,0
46,2.799999952316284,2.8459482192993164,3,3,1,0.04594826698303223,0
47,-0.20000000298023224,0.583158016204834,0,1,0,0.7831580191850662,1
48,-0.6000000238418579,-1.5120340585708618,-1,-2,0,0.9120340347290039,1
49,0.0,0.3126697540283203,0,0,1,0.3126697540283203,0
50,2.5,2.224764823913574,2,2,1,0.2752351760864258,0
51,1.600000023841858,2.528557777404785,2,3,0,0.9285577535629272,1
52,-1.0,0.1587047576904297,-1,0,0,1.1587047576904297,1
53,1.399999976158142,2.4081873893737793,1,2,0,1.0081874132156372,1
54,-2.5999999046325684,-1.7539336681365967,-3,-2,0,0.8460662364959717,1
55,-1.0,-0.6524245738983154,-1,-1,1,0.34757542610168457,0
56,3.0,1.9334239959716797,3,2,0,1.0665760040283203,1
57,2.0,1.3738594055175781,2,1,0,0.6261405944824219,1
58,1.600000023841858,2.390713691711426,2,2,1,0.7907136678695679,0
59,0.5,0.34500598907470703,0,0,1,0.15499401092529297,0
60,1.2000000476837158,2.146993637084961,1,2,0,0.9469935894012451,1
61,-2.4000000953674316,-1.5755513906478882,-2,-2,1,0.8244487047195435,0
62,1.7999999523162842,2.154226303100586,2,2,1,0.35422635078430176,0
63,-1.0,-2.133782386779785,-1,-2,0,1.1337823867797852,1
64,-1.0,2.4530258178710938,-1,2,0,3.4530258178710938,3
65,2.0,1.5094776153564453,2,2,1,0.4905223846435547,0
66,2.200000047683716,-1.9039961099624634,2,-2,0,4.103996157646179,4
67,-2.5999999046325684,-1.372879981994629,-3,-1,0,1.2271199226379395,2
68,-1.2000000476837158,-1.2121003866195679,-1,-1,1,0.01210033893585205,0
69,2.4000000953674316,2.350287437438965,2,2,1,0.0497126579284668,0
70,3.0,2.0589218139648438,3,2,0,0.9410781860351562,1
71,0.20000000298023224,0.4992961883544922,0,0,1,0.29929618537425995,0
72,2.5999999046325684,2.6707653999328613,3,3,1,0.07076549530029297,0
73,0.20000000298023224,-1.2064235210418701,0,-1,0,1.4064235240221024,1
74,-1.2000000476837158,-0.19443273544311523,-1,0,0,1.0055673122406006,1
75,0.6000000238418579,1.113663673400879,1,1,1,0.513663649559021,0
76,0.800000011920929,-0.9404690265655518,1,-1,0,1.7404690384864807,2
77,-1.0,0.9048411846160889,-1,1,0,1.9048411846160889,2
78,-0.6000000238418579,-0.8474860191345215,-1,-1,1,0.24748599529266357,0
79,0.20000000298023224,-0.5735926628112793,0,-1,0,0.7735926657915115,1
80,0.4000000059604645,-0.08253812789916992,0,0,1,0.4825381338596344,0
81,-2.200000047683716,-1.9072755575180054,-2,-2,1,0.29272449016571045,0
82,-1.399999976158142,-1.3110682964324951,-1,-1,1,0.08893167972564697,0
83,1.0,1.0203514099121094,1,1,1,0.020351409912109375,0
84,1.7999999523162842,1.6551742553710938,2,2,1,0.14482569694519043,0
85,1.0,1.942556381225586,1,2,0,0.9425563812255859,1
86,1.7999999523162842,1.8798656463623047,2,2,1,0.07986569404602051,0
87,-0.800000011920929,-1.7317346334457397,-1,-2,0,0.9317346215248108,1
88,-1.0,-0.7455503940582275,-1,-1,1,0.25444960594177246,0
89,-0.6000000238418579,0.4597361087799072,-1,0,0,1.0597361326217651,1
90,1.2000000476837158,1.7248497009277344,1,2,0,0.5248496532440186,1
91,1.399999976158142,1.6330156326293945,1,2,0,0.23301565647125244,1
92,1.399999976158142,-0.3976254463195801,1,0,0,1.7976254224777222,1
93,2.0,2.5122714042663574,2,3,0,0.5122714042663574,1
94,-1.0,-1.6646549701690674,-1,-2,0,0.6646549701690674,1
95,2.0,2.1786718368530273,2,2,1,0.17867183685302734,0
96,0.0,-0.6414217948913574,0,-1,0,0.6414217948913574,1
97,-0.6000000238418579,-1.3215537071228027,-1,-1,1,0.7215536832809448,0
98,-0.6000000238418579,-1.262689471244812,-1,-1,1,0.6626894474029541,0
99,-0.6000000238418579,-1.9886423349380493,-1,-2,0,1.3886423110961914,1
100,0.800000011920929,0.0868992805480957,1,0,0,0.7131007313728333,1
101,-0.25,-1.0958988666534424,0,-1,0,0.8458988666534424,1
102,2.4000000953674316,2.378546714782715,2,2,1,0.021453380584716797,0
103,0.4000000059604645,-0.06458425521850586,0,0,1,0.46458426117897034,0
104,2.200000047683716,2.2475790977478027,2,2,1,0.047579050064086914,0
105,2.0,1.808122158050537,2,2,1,0.1918778419494629,0
106,2.5999999046325684,2.201772689819336,3,2,0,0.3982272148132324,1
107,2.0,-1.7237575054168701,2,-2,0,3.72375750541687,4
108,1.600000023841858,0.9831380844116211,2,1,0,0.6168619394302368,1
109,2.0,2.7232961654663086,2,3,0,0.7232961654663086,1
110,0.20000000298023224,1.7978620529174805,0,2,0,1.5978620499372482,2
111,0.800000011920929,0.16484999656677246,1,0,0,0.6351500153541565,1
112,2.0,1.9114227294921875,2,2,1,0.0885772705078125,0
113,2.0,1.7832441329956055,2,2,1,0.21675586700439453,0
114,0.0,-0.7298812866210938,0,-1,0,0.7298812866210938,1
115,2.200000047683716,1.4140300750732422,2,1,0,0.7859699726104736,1
116,-1.0,-1.9214729070663452,-1,-2,0,0.9214729070663452,1
